X,Y,code_loc,name,region,departemen,commune,nbre_hbts,couverture,exist_ZB,icon_url
-16.0134890666426,14.194179891569,"205",BACK,,,,,,,./0.png
-16.347132243093,14.540773744874,"206",BACK,,,,,,,./0.png
-13.0971901995098,12.6849716012276,"207",BACK BACK,,,,,,,./0.png
-16.0388863385636,14.2909219380713,"208",BACK SAMBA DIOR,,,,,,,./0.png
-16.6812676278132,14.3800653254949,"209",BACOBOF,,,,,,,./0.png
-16.4159608026371,12.445094709988,"210",BACOUNOUM,,,,,,,./0.png
-14.5164167472632,15.776430035975,"211",BADAGOR,,,,,,,./0.png
-16.4625244056283,15.0125591342837,"212",BADAR,,,,,,,./0.png
-16.4302384097337,15.4238855146611,"213",BADAR DIOP,,,,,,,./0.png
-16.5101245150425,15.3575404076739,"214",BADAR GUEYE I,,,,,,,./0.png
-16.5063408253318,15.3559662413054,"215",BADAR GUEYE II,,,,,,,./0.png
-16.4443101838808,15.434947816086,"216",BADAR PEULH,,,,,,,./0.png
-16.5505344553271,14.5506151275453,"217",BADD,,,,,,,./0.png
-16.3121001276156,12.448366940345,"218",BADEME,,,,,,,./0.png
-16.5612210436391,15.4918543873212,"219",BADEME,,,,,,,./0.png
-16.3000177142298,15.0139524452714,"220",BADEME,,,,,,,./0.png
-16.2500271118108,15.5835889630217,"221",BADEME DIENG,,,,,,,./0.png
-16.2527981105363,15.5791893358007,"222",BADEME NIANE,,,,,,,./0.png
-16.3524245549795,15.8121183426212,"223",BADEME OUOLOF,,,,,,,./0.png
-13.3670723958788,13.367839462362,"224",BADI (NIERIKO),,,,,,,./0.png
-16.318224556889,15.8562196127903,"225",BADIAME MOURIDE,,,,,,,./0.png
-16.4382244392503,12.9130230348516,"226",BADIANA,,,,,,,./0.png
-15.5882926726138,12.7081534039262,"227",BADIANDIAN DIOLA,,,,,,,./0.png
-15.4555702019989,13.3054786364471,"228",BADIANDOU,,,,,,,./0.png
-14.1711177047867,13.2148510270797,"229",BADIARA CAMPEMENT,,,,,,,./0.png
