X,Y,code_pt,proprio,gestion,type_struc,type_ptech,type_fonc,etat,qualite,activite,adresse,etat_avt,obs,coord_x,coord_y,icon_url
-16.4525200003654,15.3682800002672,"245",ADIE,ADIE,PYLONE,,,,,,Kebemer,,,344099.28,1699583.86,./2.png
-16.2387089996242,15.627052000043,"246",ADIE,ADIE,PYLONE,,,,,,Louga,,,367216.63,1728069.35,./2.png
-16.2229280996914,15.6230248002828,"247",ADIE,ADIE,PYLONE,,,,,,Louga,,,368905.93,1727614.02,./2.png
-16.2182000002638,15.6149999996903,"248",ADIE,ADIE,PYLONE,,,,,,Louga,,,369407.75,1726723.31,./2.png
-16.4881700001502,16.0184400004109,"249",ADIE,ADIE,PYLONE,,,,,,Saint-Louis,,,340777.68,1771545.80,./2.png
-16.5043839001188,16.0257347998593,"250",ADIE,ADIE,PYLONE,,,,,,Saint-Louis,,,339048.44,1772365.45,./2.png
-16.4229699995925,16.0616600000773,"251",ADIE,ADIE,PYLONE,,,,,,Saint-Louis,,,347787.64,1776278.91,./2.png
-16.5029199999047,16.038059999771,"252",ADIE,ADIE,PYLONE,,,,,,Saint-Louis,,,339214.97,1773728.07,./2.png
-15.5078599999649,16.5264900004203,"253",ADIE,ADIE,PYLONE,,,,,,Dagana,,,445807.23,1827242.53,./2.png
-15.5190687997888,16.5029784997917,"254",ADIE,ADIE,PYLONE,,,,,,Dagana,,,444604.43,1824644.65,./2.png
-14.9518899998909,16.6387699997965,"255",ADIE,ADIE,PYLONE,,,,,,Podor,,,505130.69,1839595.29,./2.png
-13.2542499997981,15.6557100000604,"256",ADIE,ADIE,PYLONE,,,,,,Matam,,,687121.92,1731622.00,./2.png
-12.4583099998198,14.9068499997743,"257",ADIE,ADIE,PYLONE,,,,,,Bakel,,,773446.94,1649584.23,./2.png
-15.1168894996836,15.3959827998967,"258",ADIE,ADIE,PYLONE,,,,,,Linguere,,,487456.92,1702127.61,./2.png
-13.9558599997035,15.2989800000944,"259",ADIE,ADIE,PYLONE,,,,,,Ranerou,,,612100.73,1691664.48,./2.png
-16.5461900001926,12.4874099995792,"260",ADIE,ADIE,PYLONE,,,,,,Oussouye,,,331973.00,1380941.74,./2.png
-16.2768199998825,12.5696299998719,"261",ADIE,ADIE,PYLONE,,,,,,Ziguinchor 03,,,361294.74,1389879.89,./2.png
-16.2735299997772,12.5860999998104,"262",ADIE,ADIE,PYLONE,,,,,,Ziguinchor02,,,361661.02,1391699.86,./2.png
-16.2735559999623,12.5864720003955,"263",ADIE,ADIE,PYLONE,,,,,,Bignona,,,361658.39,1391741.02,./2.png
-15.5564999997413,12.7119000003233,"264",ADIE,ADIE,PYLONE,,,,,,Sedhiou,,,439582.67,1405340.74,./2.png
-14.9395599999124,12.8936000001566,"265",ADIE,ADIE,PYLONE,,,,,,Kolda,,,506556.98,1425370.17,./2.png
-14.107190000203,13.1429099998276,"266",ADIE,ADIE,PYLONE,,,,,,Velinguara,,,596765.37,1453111.13,./2.png
-12.1973899997723,12.558689999974,"267",ADIE,ADIE,PYLONE,,,,,,Kedougou,,,804557.60,1389954.32,./2.png
-13.6688200002712,13.7756399997309,"268",ADIE,ADIE,PYLONE,,,,,,Tambacounda,,,643905.09,1523311.55,./2.png
-12.7151300001314,14.1885299997498,"269",ADIE,ADIE,PYLONE,,,,,,Goudiry,,,746600.31,1569782.65,./2.png
-15.890225999671,14.8335239997253,"270",ADIE,ADIE,PYLONE,,,,,,Touba,,,404217.04,1640103.65,./2.png
-15.8617639997697,14.8639039997848,"271",ADIE,ADIE,PYLONE,,,,,,Touba,,,407292.54,1643452.12,./2.png
-15.8893826997666,14.8403826001879,"272",ADIE,ADIE,PYLONE,,,,,,Touba,,,404310.80,1640861.95,./2.png
-16.7244777001664,12.3672283000279,"273",ADIE,ADIE,PYLONE,,,,,,KABROUSSE,,,312506.98,1367766.01,./2.png
-16.5452710000098,12.4871858000303,"274",ADIE,ADIE,PYLONE,,,,,,Oussouye,,,332072.75,1380916.36,./2.png
-12.2774600001451,12.7433900002943,"275",ADIE,ADIE,PYLONE,,,,,,Bantaco,,,795637.45,1410308.70,./2.png
-12.4001250004043,12.9026749999641,"276",ADIE,ADIE,PYLONE,,,,,,Mako,,,782131.21,1427803.01,./2.png
-12.6755139998817,13.0450720004465,"277",ADIE,ADIE,PYLONE,,,,,,Niokolo,,,752087.39,1443274.76,./2.png
-12.9903289999386,13.1610199996919,"278",ADIE,ADIE,PYLONE,,,,,,Dienoumdiala,,,717830.41,1455812.52,./2.png
-13.2272500004034,13.2768389999752,"279",ADIE,ADIE,PYLONE,,,,,,Dialacoto,,,692051.71,1468433.12,./2.png
-15.6056321002015,13.5920200003646,"280",ADIE,ADIE,PYLONE,,,,,,Ayib,,,434482.49,1502687.87,./2.png
-14.6650405003277,16.5105911998019,"281",ADIE,ADIE,PYLONE,,,,,,Ndioum,,,535745.59,1825445.18,./2.png
-14.9568642999613,16.6528754002501,"282",ADIE,ADIE,PYLONE,,,,,,Podor,,,504599.87,1841155.53,./2.png
-13.3192812997157,15.6090534003241,"283",ADIE,ADIE,PYLONE,,,,,,Ourossogui,,,680190.47,1726403.09,./2.png
-16.7680514004299,14.0242992000558,"284",ADIE,ADIE,PYLONE,,,,,,Palmarin,,,309059.91,1551127.77,./2.png
-17.43481908197,14.6735078508256,"285",SENELEC,SENELEC,PYLONE,,SITE,,,,VINCENS,EXISTANT,BLR,237776.55,1623627.01,./2.png
-17.4345570445461,14.6904716272236,"286",SENELEC,SENELEC,PYLONE,,SITE,,,,BEL AIR,EXISTANT,BLR,237825.02,1625504.41,./2.png
-17.4388194381434,14.7314471568728,"287",SENELEC,SENELEC,PYLONE,,SITE,,,,HANN,EXISTANT,BLR,237414.82,1630044.93,./2.png
-17.4532371470794,14.6835798906396,"288",SENELEC,SENELEC,PYLONE,,SITE,,,,Medina,EXISTANT,BLR,235804.02,1624763.35,./2.png
-17.3435485082917,14.7585425191392,"289",SENELEC,SENELEC,PYLONE,,SITE,,,,MBAO,EXISTANT,BLR,247708.90,1632934.95,./2.png
-17.2637354433866,14.7422537357427,"290",SENELEC,SENELEC,PYLONE,,SITE,,,,KOUNOUNE 90,EXISTANT,BLR,256286.89,1631044.05,./2.png
-17.3888179846931,14.7695621553272,"291",SENELEC,SENELEC,PYLONE,,SITE,,,,GUEDIAWAYE,EXISTANT,BLR,242846.00,1634206.00,./2.png
-16.9430923989243,14.6458633995204,"292",SENELEC,SENELEC,PYLONE,,SITE,,,,DIASS,EXISTANT,BLR,290728.00,1620055.00,./2.png
-16.9499443048933,14.4704596793025,"293",SENELEC,SENELEC,PYLONE,,SITE,,,,MALICOUNDA,EXISTANT,BLR,289823.69,1600651.77,./2.png
-16.8797926337964,14.9949349741957,"294",SENELEC,SENELEC,PYLONE,,SITE,,,,TOBENE,EXISTANT,BLR,297871.88,1658623.90,./2.png
-16.6339562196034,15.1149587990454,"295",SENELEC,SENELEC,PYLONE,,SITE,,,,MEKHE,EXISTANT,BLR,324411.00,1671694.00,./2.png
-16.2338269763571,15.864337046972,"296",SENELEC,SENELEC,PYLONE,,SITE,,,,SAKAL,EXISTANT,BLR,367893.47,1754318.07,./2.png
-13.2547344771208,15.6557469822712,"297",SENELEC,SENELEC,PYLONE,,SITE,,,,MATAM,EXISTANT,BLR,687069.95,1731625.66,./2.png
-12.451278484103,14.8966016089208,"298",SENELEC,SENELEC,PYLONE,,SITE,,,,BAKEL,EXISTANT,BLR,774216.84,1648458.40,./2.png
-14.9187900448893,12.8772016428213,"299",SENELEC,SENELEC,PYLONE,,SITE,,,,KOLDA,EXISTANT,BLR,508810.83,1423557.37,./2.png
-16.2440397578278,12.5843395660877,"300",SENELEC,SENELEC,PYLONE,,SITE,,,,ZIGUINCHOR 1,EXISTANT,BLR,364863.98,1391489.81,./2.png
-16.0775117158804,14.143183435866,"301",SENELEC,SENELEC,PYLONE,,SITE,,,,KAOLACK,EXISTANT,BLR,383705.00,1563829.00,./2.png
-16.4076177432808,14.3341692419138,"302",SENELEC,SENELEC,PYLONE,,SITE,,,,FATICK,EXISTANT,BLR,348199.00,1585146.00,./2.png
-13.67112700307,13.7678640159444,"303",SENELEC,SENELEC,PYLONE,,SITE,,,,TAMBA,EXISTANT,BLR,643660.41,1522450.00,./2.png
-16.5050207362556,16.022879357879,"304",SENELEC,SENELEC,PYLONE,,SITE,,,,SAINT LOUIS,EXISTANT,BLR,338978.00,1772050.00,./2.png
-17.2735418157229,14.7159301262404,"305",SENELEC,SENELEC,PYLONE,,SITE,,,,CDB,EXISTANT,BLR,255201.25,1628141.25,./2.png
-16.9470108542971,14.8107431812191,"306",SENELEC,SENELEC,PYLONE,,SITE,,,,THIES 1,EXISTANT,BLR,290463.53,1638303.86,./2.png
-16.856230789553,14.7713221626255,"307",SENELEC,SENELEC,PYLONE,,SITE,,,,THIES 3,EXISTANT,BLR,300200.21,1633858.85,./2.png
-16.2294773218856,12.6712409099176,"308",SENELEC,SENELEC,PYLONE,,SITE,,,,ZIGUINCHOR 2,EXISTANT,BLR,366491.17,1401094.20,./2.png
-16.8993847636916,14.7808322939637,"309",SENELEC,SENELEC,PYLONE,,SITE,,,,THIES 2,EXISTANT,BLR,295562.66,1634950.04,./2.png
