X,Y,code_st,name,adresse,type_fonc,proprio,gestion,etat_avt,equipement,obs,icon_url
-16.5071000002648,16.0447399997512,"2008",,SL_NDAR_TOUTE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8080600000689,16.5007800003967,"2009",,SL_ROSSO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4917799997472,16.0188900001734,"2010",,SL_LEONA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4907200003277,16.0098600001389,"2011",,SL_SOR_DIAGNE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5017200003776,15.8941099997767,"2012",,SL_GANDIOLE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4866699997207,16.0339399999311,"2013",,SL_DAROU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4844499998675,16.0245300003593,"2014",,SL_EAU_CLAIRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.505859999939,16.5058500003773,"2015",,SL_DAGANA_LYCEE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3611399998111,16.0814199996333,"2016",,SL_MBARIGO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3828099999815,16.2154700003403,"2017",,SL_MAKA_DIAMA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.9605800001668,16.6516699997707,"2018",,SL_PODOR_LAO_DEMBA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4875299998096,15.9961700001454,"2019",,SL_PIKINE_ST_LOUIS,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.6800999996153,16.4663999995604,"2020",,SL_NDIAGUE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.7183999995603,16.473900000085,"2021",,SL_RICH_TOLL_NDIANGUE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2960999997152,16.3309999995504,"2022",,SL_DJOUDJ,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.14179999997,16.4532999997952,"2023",,SL_SIOURE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.8086099995518,16.5261100002763,"2024",,SL_GUEDE_VILLAGE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.2297200000779,16.5250000003498,"2025",,SL_FANAYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.317219999903,16.5244500001674,"2026",,SL_NDIERBA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.1384999997751,16.2862499998377,"2027",,SL_MEDINA_NDIATBE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2691699997956,16.1860899998537,"2028",,SL_NDIAYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.49039999996,15.988700000105,"2029",,SL_KHAR_YALLA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4908999996352,16.0000999997152,"2030",,SL_PIK_TABLEAU_WALO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4947999996202,16.0147000003048,"2031",,SL_LEONA2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4921299996997,16.0264499998676,"2032",,SL_BALACOSS,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.4039300003692,16.6299900000385,"2033",,SL_DARA_HALAYBE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.0703999995603,16.6489999998502,"2034",,SL_DOUE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4847229998665,16.0163920000908,"2035",,SL_CITE_NIAKH,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4746729995592,16.0256319999169,"2036",,SL_CITE_BAMBARA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4295170000095,16.0479939996234,"2037",,SL_UGB_SANAR,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4415409996174,15.9879400001309,"2038",,SL_NDIEBENE_WOLOF,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5087720000278,16.0285670003668,"2039",,SL_LE_CHATEAU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5108060002966,15.9889819996196,"2040",,SL_QUAI_DE_PECHE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.1667299998895,16.0105899996288,"2041",,SL_NIASSENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3600104998846,15.840446500006,"2042",,SL_MERINA_SALL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4481100003762,16.0613199999181,"2043",,SL_BANGO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.4492900001334,16.5772899997338,"2044",,SL_GAE_TIVAOUANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.695299999995,16.4644300004442,"2045",,SL_RICH_TOLL_GADAL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4965900003282,16.003560000094,"2046",,SL_STL_PIKINE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5056000003397,16.0213700003253,"2047",,SL_SUD_DE_LILE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4701400000609,16.0342400002758,"2048",,SL_VAUVERT,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.6937100004162,16.4508999997353,"2049",,SL_HLM_DIOLA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4447999997201,16.0382299999146,"2050",,SL_NGALLELE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.4013699999255,16.5262500004372,"2051",,SL_NDIONGUENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.0636970000165,16.3893552903144,"2052",,SL_CAS_CAS,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.2809778000853,16.5678074401613,"2053",,SL_DEMETTE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.8806264996132,16.1653852402367,"2054",,SL_SALDE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.8063475004367,16.639866819698,"2055",,SL_MBOYO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3975030399333,15.9201108003732,"2056",,SL_VIRAGE_RAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3414627300209,16.1066370095904,"2057",,SL_LAMPSAR,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.9452210897814,16.0957170402093,"2058",,SL_FOUTA_PETE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.9269493998949,16.5016787495747,"2059",,SL_HARIVELE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.5074037197058,16.4967993096405,"2060",,SL_DIOBE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.2244874001734,16.3345166895936,"2061",,SL_DOUMGA_LAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.6701600002837,13.7835800004167,"2062",,TC_TAMBA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-12.1902499998376,12.5571099998267,"2063",,TC_KEDOUGOU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.2812800003717,13.3151100003263,"2064",,TC_NIOKOLOKOBA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-14.2980599996692,13.9388900003732,"2065",,TC_MALEM_NIANI,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.6825800001668,13.7638000001699,"2066",,TC_TAMBACOUNDA2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.6687200004276,13.7732499997877,"2067",,TC_TAMBACOUNDA3,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.6551699996957,13.7665799997672,"2068",,TC_TAMBA_PLATEAU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-12.1154999998251,12.9223600000141,"2069",,TC_TINKOTO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.6461160003531,13.7743360004062,"2070",,TC_LYCEE_TAMBA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.6678180002005,13.7625399996213,"2071",,TC_HLM3_TAMBA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-12.1801600003836,12.5540000002998,"2072",,TC_DANDE_MAYO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.2016600302861,13.259060500242,"2073",,TC_DAROU_SALAM_FODE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-13.3845627297861,13.3961902400875,"2074",,TC_BOULOUKOUNDA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2944100000215,12.5730300001344,"2075",,ZG_ZIGUINCHOR,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.7405799996672,12.3934400001559,"2076",,ZG_CAP_SKIRING,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2694500001174,12.5852800002718,"2077",,ZG_ZIGUINCHOR2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5087499999125,12.7949499997428,"2078",,ZG_THIONCK_ESSYL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5456700000704,12.4957799999471,"2079",,ZG_OUSSOUYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2847800001968,12.5664400002059,"2080",,ZG_ZIGUINCHOR4,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.274359999914,12.5722999997453,"2081",,ZG_BOUCOTTE_SUD,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2597499997626,12.5666900000435,"2082",,ZG_TILEL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.7229400000809,12.3530599996193,"2083",,ZG_CABROUSSE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.7250500002573,13.0010500000575,"2084",,ZG_ABENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.0077800002468,12.6225799999671,"2085",,ZG_ADEANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4064199996832,12.4717499997627,"2086",,ZG_BAFIKAN,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3473000000949,12.8964999999751,"2087",,ZG_BAILA_VILLAGE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5969400000809,13.0502800004217,"2088",,ZG_DIOULOULOU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.6618299995548,12.5085299997597,"2089",,ZG_ELINKINE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.1349399997811,12.5795300004093,"2090",,ZG_FANDA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.7411099998266,12.9274399995564,"2091",,ZG_KAFOUNTINE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4876400003857,12.9683100002064,"2092",,ZG_NEMA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.9997499995628,12.9605300002593,"2093",,ZG_OULAMPANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2691699997956,12.5788899996738,"2094",,ZG_SANTHIABA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.1771700001953,12.6673899997488,"2095",,ZG_KOUBALAN,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2248599996892,12.8113299996798,"2096",,ZG_BIGNONA_BASSENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.282280000022,12.9519199998082,"2097",,ZG_SUEL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2693000003947,12.5630999999651,"2098",,ZG_TILENE_KADIOR,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2941220002301,12.5626119999439,"2099",,ZG_LYNDIANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2392800000719,12.8035699997557,"2100",,ZG_KADIAMOR_MANGUILINE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.279859999939,12.5761799997073,"2101",,ZG_PEYRISSAC,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2764100000214,12.5445200001979,"2102",,ZG_KENYA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.1861899997686,12.9659900002384,"2103",,ZG_FOUSSILAY,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5778700002003,13.1424400002059,"2104",,ZG_SELETY_BLOUF,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.0946400002358,12.6731500000725,"2105",,ZG_COUBANAO_NIENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4595200004476,12.7249300002194,"2106",,ZG_TENDOUCK,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3678000002698,12.8242199996533,"2107",,ZG_DIEGOUNE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2239799995773,12.8004499997677,"2108",,ZG_CHATEAU_DEAU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.7795000003247,12.4638800001619,"2109",,ZG_DJEMBERING,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.7296399996862,12.9297800004467,"2110",,ZG_KAFOUNTIN_SICAP,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2623199995683,12.5551399998112,"2111",,ZG_KANDIALAN,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2634899995638,12.5732999999951,"2112",,ZG_KANDE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2571500003722,12.5816100001015,"2113",,ZG_DIEFAY,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2704900004131,12.5532200003028,"2114",,ZG_NEMA2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.230842000358,12.5584519996601,"2115",,ZG_BOUTOUTE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2780199996232,12.5604599996293,"2116",,ZG_AEROPORT,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2891999998801,12.5486000003897,"2117",,ZG_UNIVERSITE_ASSANE_SECK,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.9037099996168,14.7960000001,"2118",,ZG_KANDE_LEONA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2322000000299,12.7889999996503,"2119",,ZG_�OULAMPANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5805000000749,12.559300000095,"2120",,ZG_MLOMP,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.6811999997801,13.1142000001299,"2121",,ZG_MAHAMOUDALL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5597859999239,12.9590320004265,"2122",,ZG_KARIBO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4656430004241,12.8647150000972,"2123",,ZG_KARTHIACK,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2643360997312,12.6640861000935,"2124",,ZG_BOAL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2776783004132,12.5687138002017,"2125",,ZG_ZIGUINCHOR_RP,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.0747221995698,12.5122222203792,"2126",,ZG_KAMARACOUNDA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2382285001451,12.4737954600924,"2127",,ZG_�KABOBOKANI,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.1713264501555,12.564787590375,"2128",,ZG_NIAGUIS,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.175959999954,14.7191599999341,"2129",,DK_DIAMNIADIO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.1368640001734,14.7403090003601,"2130",,DK_SEBIKOTANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.170499999975,14.6416599999091,"2131",,DK_TOUB_DIALAW,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.173817699727,14.8484747004471,"2132",,DK_DENI_BIRAM_NDAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.182796000435,14.7517819997395,"2133",,DK_DATACENTER,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.1541400000609,14.7414600003788,"2134",,DK_SEBIGARE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.1810999995653,14.7408900001734,"2135",,DK_DENI_MALI_GUEYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.1528200003427,14.7144526003073,"2136",,DK_DOUGAR_IOUSSA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.1886800001818,14.7140869998153,"2137",,DK_DIAMNIADIO_SUD,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.1804500001674,14.7140810004379,"2138",,DK_DIAMNIADIO_LYCEE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.1827649999047,14.705899999985,"2139",,DK_DIAMN_BANLIEU�,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.2044350000751,14.7274229996718,"2140",,DK_SPHERE_DIAMNIADIO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-17.2079219999003,14.7255929998171,"2141",,DK_DIAMNIADIO2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4561099996767,14.6939700002154,"2142",,DL_BAMBEY,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8790799998421,14.8948299999046,"2143",,DL_TOUBA2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.0324199997831,15.0344700002904,"2144",,DL_DAROU_MOUSTY,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8709200003577,14.8675799996174,"2145",,DL_TOUBA_SORA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5611099998266,14.7269399998812,"2146",,DL_NDANGALMA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4902700002602,14.943880000062,"2147",,DL_BABA_GARAGE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.5347300000894,14.8080599995694,"2148",,DL_LAMBAYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.4299999998001,14.6352700002104,"2149",,DL_NGOYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.2028300000044,14.8925799995674,"2150",,DL_NDINDY,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.1630599997192,15.1030600004187,"2151",,DL_DAROU_MARNANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8623899999985,14.8442799998222,"2152",,DL_TOUBA8,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8992700001104,14.8788199999431,"2153",,DL_TOUBA_T10,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.87385199977,14.8538759998775,"2154",,DL_TOUBA_T2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8683600001139,14.8816100000016,"2155",,DL_TOUBA_T6,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8587199998281,14.8597700000855,"2156",,DL_TOUBA11,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8786099997516,14.8666699999206,"2157",,DL_TOUBA12,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8731099997266,14.8853400002409,"2158",,DL_TOUBA7,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.6805800001669,15.1004699996908,"2159",,DL_BOUSTANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.9666599997591,14.9395599995943,"2160",,DL_MISSIRAH,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.3930300000344,14.8422800002219,"2161",,DL_GAWANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8830900004032,14.8577699995858,"2162",,DL_DAROU_MINAME2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.9141900001683,14.8793799996873,"2163",,DL_SAHM,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8664100001214,14.8539400001309,"2164",,DL_GARE_BOU_NDAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8901509995689,14.8816819997245,"2165",,DL_GARAGE_DAROUMOUSTY,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8529099998966,14.852340000091,"2166",,DL_NDAMATOU_NORD,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8599770002383,14.8671589999879,"2167",,DL_TOUBA_SORA2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.865920000008,14.8623100003063,"2168",,DL_GOUYE_MBIND,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8803699999755,14.8815800004168,"2169",,DL_DAROU_KHOUDOSS2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8570799997422,15.0490800004417,"2170",,DL_TOUBA_BELEL,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8753899996487,14.8580000002998,"2171",,DL_TOUBA_OCCASS2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8548860001887,14.8449789996811,"2172",,DL_NDAMATOU_SUD,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8879699997157,14.8720000001999,"2173",,DL_KHOUDOSS_WELLE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8909699995658,14.8965799996673,"2174",,DL_TOUBA_HLM,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8861100002762,14.8888900002734,"2175",,DL_TOUBA_WADANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8851700000954,14.876580000067,"2176",,DL_KHOUDOSS_NASROU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8746400001359,14.8782800002219,"2177",,DL_TOUBA_GUEDE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8630800003417,14.8755799998172,"2178",,DL_TOUBA_TINEDODI,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8695799997172,14.8737800004467,"2179",,DL_DAROU_NAHIM,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8642719995531,14.8696380000937,"2180",,DL_KHOUDOSS_SORA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8682529996761,14.8576820000243,"2181",,DL_TOUBA_MOSQUEE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.7825999995903,14.9692000003798,"2182",,DL_KADE_BOLODJI,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.1288899995738,14.9778340001391,"2183",,DL_DIWANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.05679999992,15.0407999999201,"2184",,DL_DAROUMOUSTY_WARE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.0476000001398,15.0350000004497,"2185",,DL_DAROUMOUSTY_DIAM,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.0415000003247,15.0403000002449,"2186",,DL_DAROU_MOUSTY_MARCHE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.04739999991,15.0522000004297,"2187",,DL_DAROUMOUSTY_PONT,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.0640000000999,15.0428000004197,"2188",,DL_DAROU_MOUSTY_OUEST,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8270000002498,14.8673000001949,"2189",,DL_NDINDY_FALLOU,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8796000004396,14.8714000004097,"2190",,DL_DAROU_KHOUDOSS3,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.6157000000549,14.7883000002449,"2191",,DL_REFANE_SOUF,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8630150000422,14.9082629997377,"2192",,DL_MOSQ_TOUBA11,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8799110003923,14.8631470002339,"2193",,DL_TOUBA_MOSQ_OUEST,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8733669998871,14.8643259997451,"2194",,DL_TOUBA_MOSQ_EST,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8371000001648,14.8643000003448,"2195",,DL_TOUBA_BAKHDAT,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.839299999995,14.8505999998901,"2196",,DL_NDAMATOU_EST,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.8545000003747,14.8730999996653,"2197",,DL_TOUBA_BAKHIYA,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.84079999992,14.8998999998851,"2198",,DL_TOUBA_TINDODE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.91503899975,14.9057570001855,"2199",,DL_NORD_TOUBA_SAHM,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.89559999994,14.9056000001399,"2200",,DL_TOUBA_DIAKHAYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-16.535576399731,14.6874278001529,"2201",,DL_GAT_BABATE,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
-15.878937999589,14.8607300002893,"2202",,DL_TOUBA_MOSQUEE2,ANTENNE RELAIS,HELIOS TOWER,FREE,,3G,,./0.png
