X,Y,code_st,name,adresse,type_fonc,proprio,gestion,etat_avt,equipement,obs,icon_url
-17.4813000000949,14.7086000003898,"0",,DK_MERMOZ,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4547000001049,14.7342000001299,"1",,DK_SCAT_URBAM,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4447000003047,14.6983000002448,"2",,DK_WATER_TOWER,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4894000004097,14.7449999999501,"3",,DK_YOFF,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4250200001728,14.7430699999805,"4",,DK_DALIFOR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4343620002061,14.7567179998359,"5",,DK_PARCELLES_ASS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.37779999987,14.7618999995854,"6",,DK_THIAROYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2639000002848,14.719300000095,"7",,DK_RUFISQUE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4308999997352,14.6717000002549,"8",,DK_ELECTRA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4420899995538,14.6715499996328,"9",,DK_THIOKER,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4332999997951,14.7135999998401,"10",,DK_HANN_MARINAS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4645649999747,14.6862999999451,"11",,DK_UNIVERSITE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4626000001898,14.7151999998802,"12",,DK_SACRE_COEUR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4558300000544,14.7499299997697,"13",,DK_KEUR_DAMEL,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3984000001598,14.7767000004047,"14",,DK_MEDINA_GOUNASS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.311299999895,14.7860000002998,"15",,DK_KEUR_MASSAR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.52419999993,14.7469999995504,"16",,DK_MERIDIEN,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4486000002897,14.721700000155,"17",,DK_CASTORS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4563000001448,14.6987999999201,"18",,DK_ZONE_B,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3941999998301,14.7595000004247,"19",,DK_PIKINE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3594499999175,14.7421899998686,"20",,DK_THIAROYE_AZUR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3797000002548,14.7791999996803,"21",,DK_GUEDIAWAYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.46939999991,14.7257099998167,"22",,DK_MACHALA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4362000004296,14.673900000085,"23",,DK_SANDAGA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4309999998501,14.6685000001749,"24",,DK_SOFITEL,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.427099999865,14.7668999999351,"25",,DK_CAMBERENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4409000004346,14.7472999998951,"26",,DK_PATTE_DOIE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4636700000704,14.737280000072,"27",,DK_FOIRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4532499997876,14.7108299998047,"28",,DK_NIARRI_TALLI,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4509000002348,14.6877999998702,"29",,DK_MEDINA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3278100004312,14.7340899995539,"30",,DK_PETIT_MBAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4391000001648,14.6649999997503,"31",,DK_COTECNA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4363999997601,14.6591000001649,"32",,DK_PASTEUR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4690000003497,14.698900000035,"33",,DK_FANN_CLAIR_LUNE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4707100000664,14.7556500000475,"34",,DK_YOFF2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4844000000599,14.7274000004097,"35",,DK_OUAKAM,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2108900000734,14.7852200003028,"36",,DK_SANGALKAM,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2281280000071,14.693491999756,"37",,DK_BARGNY,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3933999998101,14.7519999999001,"38",,DK_PIKINE_ICOTAF,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3579999996003,14.7768999997352,"39",,DK_YEUMBEUL,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3869999996502,14.7673999996103,"40",,DK_PIKINE_CFA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4549000003347,14.6783999998602,"41",,DK_SOUMBEDIOUNE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4582999997451,14.7260999998152,"42",,DK_LIBERTE5,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4156000001399,14.7642000004298,"43",,DK_NATIONS_UNIES,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4908000002198,14.7524000003598,"44",,DK_CITE_BIAGUI,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4338999995853,14.734900000035,"45",,DK_HANN_MARISTE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2861999998301,14.7303000001449,"46",,DK_HLM_RUFISQUE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4550000004496,14.7603000004447,"47",,DK_CITE_BCEAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3533199996182,14.7520799999921,"48",,DK_SICAP_MBAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4982999998451,14.7304000002599,"49",,DK_CITE_MAMELLES,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3717000000549,14.7462000004297,"50",,DK_POSTE_THIAROYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.43579999997,14.6682999999451,"51",,DK_CCF,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.5064099997217,14.7490699996808,"52",,DK_ALMADIES,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.46159999994,14.7543999999601,"53",,DK_NORD_FOIRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.44519999998,14.756,"54",,DK_PA_NORADE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4579000001848,14.7063999996603,"55",,DK_GRAND_DAKAR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4448999996353,14.7086000003898,"56",,DK_HLM5,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4380690002841,14.6872580000567,"57",,DK_CFAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.43499999995,14.6624999995753,"58",,DK_SENTEL_SIEGE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4454000002098,14.6843999995604,"59",,DK_CENTENAIRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4446000001898,14.7281000003148,"60",,DK_FRONT_DE_TERRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4479999996003,14.6791999998802,"61",,DK_MEDINA3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4424000003597,14.760700000005,"62",,DK_PARCELLES3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4722000004296,14.7084000001599,"63",,DK_MERMOZ_EXT,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3193699997257,14.7306399996363,"64",,DK_CAP_DES_BICHES,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4463999995603,14.6915999997402,"65",,DK_COLOBANE2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3629500003422,14.7508400003658,"66",,DK_DIAKSAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3695000002248,14.774100000115,"67",,DK_GUEDIAWAYE2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4252999995953,14.7040999997153,"68",,DK_HANN_BELAIR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4183999997601,14.7728999996353,"69",,DK_NATIONS_UNIES2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4711000000649,14.7486999997053,"70",,DK_OUEST_FOIRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4402999997452,14.6743999997602,"71",,DK_PETERSEN,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4080000003996,14.7493000003947,"72",,DK_PIKINE_OUEST,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3806000003897,14.7533999997103,"73",,DK_PIKINE5,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4626000001898,14.6961999996303,"74",,DK_POINT_E,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4707100000664,14.7163699998757,"75",,DK_SACRE_COEUR3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3477800004466,14.7682399996763,"76",,DK_THIAROYE2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4572000002797,14.7422000003298,"77",,DK_GRAND_YOFF2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4251000002648,14.7571000003648,"78",,DK_CAMBERENE2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4566999997052,14.6838999998851,"79",,DK_GUEULE_TAPEE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.455299999895,14.6922000004297,"80",,DK_FASS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.45139999991,14.741899999985,"81",,DK_GRAND_YOFF,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4794999998251,14.7625000002748,"82",,DK_YOFF_VILLAGE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4205000003747,14.7642000004298,"83",,DK_CITE_FADIA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3882000001299,14.7754999999251,"84",,DK_GUEDIAWAYE3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3682999997451,14.7618999995854,"85",,DK_THIAROYE5,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.332499999975,14.7743999995604,"86",,DK_KEUR_MASSAR2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4308999997352,14.6982000001299,"87",,DK_PORT_MOLE8,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2677000001548,14.7115000001249,"88",,DK_RUFISQUE3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.175959999954,14.7191599999341,"89",,DK_DIAMNIADIO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2611900003182,14.8098300002544,"90",,DK_LAC_ROSE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4332999997951,14.6601999996303,"91",,DK_CORNICHE_EST,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4848500001274,14.7164699999906,"92",,DK_OUAKAM2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2728500002273,14.7848999999351,"93",,DK_NIAKOUL_RAB,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.5091999997801,14.7378999998851,"94",,DK_ALMADIES_SIEGE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.388100000015,14.7485999995903,"95",,DK_PIKINE6,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4425999996902,14.7194000002099,"96",,DK_SODIDA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4688400001658,14.6918499995779,"97",,DK_FANN_RESIDENCE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3133000003946,14.7737999997702,"98",,DK_KEUR_MASSAR3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4479000003847,14.7501999996304,"99",,DK_PARCELLES4,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.310519999898,14.7497499995629,"100",,DK_CITE_RADIO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.511699999955,14.7485999995903,"101",,DK_NGOR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.1368640001734,14.7403090003601,"102",,DK_SEBIKOTANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4354000004096,14.7047999996203,"103",,DK_ZONE_INDUSTRIEL,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4457999997701,14.67620000003,"104",,DK_REUBEUSS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4642000002298,14.6766999997052,"105",,DK_TEROUBI,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4526999996053,14.7041999998302,"106",,DK_NIARRI_TALLI2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.410699999905,14.7407999996203,"107",,DK_DALIFOR2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.43740000001,14.7208000000201,"108",,DK_HANN_SOLEIL,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.471699999855,14.7039999996003,"109",,DK_SICAP_MERMOZ,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3572999996952,14.7572999996953,"110",,DK_THIAROYE6,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3983000000449,14.6671000003648,"111",,DK_GOREE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.35760000004,14.7660999999151,"112",,DK_THIAROYE7,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3329999996502,14.7909999997502,"113",,DK_MALIKA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4426999998051,14.7383000003448,"114",,DK_SANTHIABA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.352100000015,14.7853000003947,"115",,DK_YEUMBEUL2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3788000001198,14.7711000002648,"116",,DK_GUEDIAWAYE4,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3681000004146,14.7879999999001,"117",,DK_NIMZAT,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3875000002248,14.78500000005,"118",,DK_GUEDIAWAYE5,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.384899999935,14.7586000002898,"119",,DK_PIKINE7,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3432999997951,14.7809999999501,"120",,DK_KEUR_MASSAR4,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3961000002148,14.7722999998452,"121",,DK_PIKINE8,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4643000003447,14.7078000003698,"122",,DK_SICAP_BAOBAB,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4562000000299,14.7220999997153,"123",,DK_SICAP_DIEUPEUL4,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4394999997252,14.7562000002298,"124",,DK_PA_PEDAGOGUES,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4229000004347,14.7313999996103,"125",,DK_HANN_PECHEUR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2544000001598,14.7133999996103,"126",,DK_RFQ_COLOBANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2782069999531,14.7212150002721,"127",,DK_RUFISQUE_NIMZAT,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.405299999995,14.7737999997702,"128",,DK_GOLF_SUD,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4376000002398,14.6729999999501,"129",,DK_SANDAG_GRASLAND,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3796000001399,14.7751999995804,"130",,DK_BAGDAD,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4409000004346,14.6828999996353,"131",,DK_POMPIERS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4517000002548,14.6830999998651,"132",,DK_MARCHE_TILENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2658999998851,14.733299999995,"133",,DK_RFQ_DIORGA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.364499999875,14.7695000002249,"134",,DK_THIAROY_NDAWENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3712999995952,14.7667999998202,"135",,DK_THIAROYE_TOUBA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3983000000449,14.7480999999151,"136",,DK_BOUNTOU_PIKINE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2359999997002,14.694300000145,"137",,DK_BGY_NDIOLEMANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4332999997951,14.7617000002548,"138",,DK_PARCELLES_U7,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3750000002498,14.78420000003,"139",,DK_DAROU_NIANGOR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4471999995803,14.7617000002548,"140",,DK_CITE_DIAMALAYE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4626899998436,14.721640000086,"141",,DK_RONDPOINT_LIB6,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3931000003647,14.7789000002349,"142",,DK_GUEDIAWAY_MBODE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4581000004146,14.7032999996953,"143",,DK_SICAP_RUE10,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4518000003697,14.7378999998851,"144",,DK_GRD_YOFF_ARAFAT,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3705999996902,14.7586000002898,"145",,DK_PIK_HAMDALAYE3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3717000000549,14.7721999997303,"146",,DK_THIAROYE_MINAME,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4299000003847,14.7252999997952,"147",,DK_HANN_KM_6.5,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4340999998151,14.6707000000051,"148",,DK_INDEPENDANCE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4503999996602,14.7260999998152,"149",,DK_DERKLE_CASTORS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3227999996203,14.7715999999401,"150",,DK_PA_KEUR_MASSAR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3405000001748,14.7845999995903,"151",,DK_MALIKA_MAKHFOUS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.5001000001149,14.7274999996253,"152",,DK_MAMELLES_AVIONS,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4449429998195,14.6879899996388,"153",,DK_GIBRALTAR2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4509000002348,14.6922000004297,"154",,DK_FASS_RUE34,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4205999995903,14.7687000002049,"155",,DK_PARCELLES_U1,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3733000000949,14.780300000045,"156",,DK_NIMZAT_YAYA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3866000000899,14.7800999998152,"157",,DK_GUEDIA_NOTERRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.492099999915,14.7321999996303,"158",,DK_CITE_ASSEMBLEE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4840999997152,14.7222999999451,"159",,DK_OUAK_CITE_AVION,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4520999998151,14.7547000003048,"160",,DK_PARCELLES_U26,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3877999996702,14.7625000002748,"161",,DK_PIK_CITE_ICOTAF,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.378659999959,14.7661399999611,"162",,DK_THIAROYE_MBAR,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3987799996972,14.7546299997747,"163",,DK_PIKINE_GAZELLE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3961000002148,14.7643999997603,"164",,DK_PIK_MARCHE_ZINC,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4422000001298,14.6789999996503,"165",,DK_GRANDE_MOSQUEE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2719799996772,14.7197799997472,"166",,DK_RUFISQUE_SANTHIABA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4586000000899,14.7377999997702,"167",,DK_CEM_SCAT_URBAM,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4473999998101,14.733299999995,"168",,DK_GRAND_YOFF_LEONA,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4504999997751,14.6765999995903,"169",,DK_MEDINA4,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3531000002648,14.7636999998551,"170",,DK_FASS_MBAO,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4509000002348,14.6971500002724,"171",,DK_COLOBANE_ESMT,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3494999997251,14.7887999999201,"172",,DK_YEUMBEUL_AINOU,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3503500002523,14.7798700000005,"173",,DK_PIK_DAROU_SALAM,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4833999998101,14.7595999996403,"174",,DK_YOFF_OCEAN,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4738999996852,14.7601000002149,"175",,DK_YOFF_MBENGUENE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4422000001298,14.7518999997852,"176",,DK_GRAND_MEDINE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4440999996152,14.7031000003648,"177",,DK_HLM_EXTENSION,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4431000002647,14.7141999996304,"178",,DK_HLM2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3626099999515,14.7637900004082,"179",,DK_THIAROYE_SAM_SAM1,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3586000002898,14.771700000055,"180",,DK_YEUMBEUL3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3213999998101,14.7790000003498,"181",,DK_KEUR_MASSAR_U5,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3902999998451,14.7554000002099,"182",,DK_PIKINE_ICOTAF2,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3642999996452,14.7760999997153,"183",,DK_YEUMBEUL_GANDIOL,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4490100003112,14.7124400003058,"184",,DK_BENEU_TALLY,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2804999995753,14.8067999999201,"185",,DK_TIV_PEUL_MARCH,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4494000003097,14.7063000004447,"186",,DK_NOROLEC,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3922000002298,14.7672000002798,"187",,DK_PIKINE_CFA3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3846999997052,14.7510999997652,"188",,DK_PIK_MARNANE3,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4337000002548,14.7674999997253,"189",,DK_CAMBERENE_MBANE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4620000003997,14.7408999997352,"190",,DK_FOIRE_EXTENSION,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.2807100002663,14.7637500003623,"191",,DK_PLAN_JAXAY,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3205999997901,14.7400599996693,"192",,DK_MB_FALL_POSTE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.46079999992,14.7322999997452,"193",,DK_LIB6_CAMP_PENAL,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.170499999975,14.6416599999091,"194",,DK_TOUB_DIALAW,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4450999998651,14.7429000002349,"195",,DK_CITE_MILLIONAIRE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.44979999987,14.7183999999601,"196",,DK_BISCUITERIE,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.4273000000949,14.7618000003698,"197",,DK_PARCELLES_U6,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
-17.3008999996352,14.7751999995804,"198",,DK_KEUR_MASSAR6,ANTENNE RELAIS,HELIOS TOWER,FREE,,2G,,./0.png
